,sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10
ARAF,5.54714309035567,5.30598615230104,5.61248372467364,5.38598850827608,5.13253676905647,5.28725194211863,5.35778985084042,5.30365180932819,5.46488332728069,5.86991340948526
SYN1,1.03542023956839,1.24991697921641,0.915428261079803,0.658401871566618,0.944402519867205,1.00451119016963,1.2358262912446,1.12894929320475,0.954016761314666,1.30956426791333
TIMP1,12.5577144203153,12.0919000285522,11.9938290932646,11.5814916697768,12.8603634449027,12.6947651732196,12.2839739942565,12.2909998082064,11.8866815760774,12.6658021751702
CFP,3.23240801418089,4.27468644973561,3.54421977134592,4.185855052979,1.24196378070859,2.30737569504877,4.06703337441567,3.88064531953079,3.17966428214601,3.12743750098735
ELK1,5.35624157883262,5.04332077046023,4.64926354856437,4.58685028553725,5.6266347352318,5.33811803855841,4.84313361967075,4.84105737337637,4.53406107159299,5.24626039031967
UXT,9.32081955544469,9.1527756952274,9.53269280111699,9.1947363143688,9.01817743513602,9.11987256604779,9.65393892405444,9.65906113239493,9.41211165256396,9.59814035493668
ZNF81,1.14531179738317,1.13456025560381,1.12064664151631,1.09288570122159,1.35491178217225,1.03790455494042,1.17726100893602,1.17177394728606,1.29038801025501,1.11641571168188
ZNF182,2.46569762496848,2.27540930962391,2.50423919056928,2.27506967202557,2.53490289992712,2.20834326273758,2.22836406486647,2.32453029094897,2.5514245076197,3.14771467759449
ZNF630,1.89090919557596,1.86788123623359,1.76232339418406,1.54357966904078,1.68195481514644,1.63678432224206,1.66618221722427,1.74247166264483,1.83219424862994,2.44665381418696
SLC38A5,5.23337580755059,4.22733739545078,5.55038542839205,4.33725955828147,2.90506337125056,3.34293227333296,5.9803392691354,6.20927106408544,3.95891152388263,2.87879027392411
FTSJ1,5.95735321803818,5.53336772417897,5.77309590138441,5.39381083463128,5.9038647793533,5.72096459917772,5.90364091900471,5.98049413247263,6.039615333429,6.42704679226599
PORCN,3.07247882268688,2.85447076559778,2.89176104265456,2.6053250652225,2.4061621624593,2.72929871096681,3.02031862330342,2.90520587171605,2.96040378653539,3.06730181563967
EBP,7.36120526313424,6.17986717807451,7.08108185916877,6.15655424699805,6.13298609812932,5.55291704058655,7.66584251667926,7.69194632320989,7.09029453834816,7.33098256814904
TBC1D25,3.67157470807982,3.58363120826266,3.36650051970452,3.39218303488592,3.99862747703082,3.8517628041663,3.3166242100284,3.28156887871982,3.52137222774355,4.36870672274768
RBM3,8.23029682240776,8.0618249774644,8.26830484544973,7.99024873451055,7.64085723192225,8.16056351968924,7.94388750179899,7.86526964306154,7.63486919597928,8.17835027489728
WDR13,4.75282583032993,4.67840859858338,4.85810772665941,4.56897805505686,4.36317051353258,4.3838868250002,4.70871656180501,4.74464449157533,4.90032300947089,5.48058273049465
WAS,5.98890348314429,6.35417749926315,5.69351564339276,6.47347413395231,5.7510866270348,6.65815838929213,6.21266815777456,6.11212751198819,6.56728611660625,6.51820652816551
SUV39H1,2.58209043464709,2.38200927348659,2.32406993432961,2.35242497761878,1.80343035887767,2.52518607630264,2.69523810156387,2.69650022808269,2.3249677636496,2.92902995096393
GLOD5,2.3527055366961,1.79294807367803,3.01462119193997,2.15361055723677,1.8165920433302,0.527374950912133,2.44182280720766,2.71857606660802,3.27864104475101,3.33324073373006
HDAC6,2.54145833256813,2.40819173209044,2.40211025573522,2.37627070347285,2.38197601031216,2.34021144534265,2.44244510775488,2.45640678548032,2.72005536159216,2.87598698597241
PCSK1N,2.54685275370537,2.813926461982,2.78785396035657,3.87129396711223,5.65215099518293,3.71228468063708,1.98673630323016,2.7905166665729,5.54487203440756,7.70611567792178
TIMM17B,7.19303602902911,6.70391040653217,7.25017259646759,6.76581849285498,6.9257924682907,6.60184536726058,7.6096308763407,7.56730211186655,7.65753361549335,7.99361275282133
PQBP1,6.43105546676283,6.1949703133063,6.52724986295483,6.11261145771508,6.22040278537537,6.34721697899072,6.64191227939279,6.55596771332453,6.51113799885447,6.81217963627242
SLC35A2,5.01928629280966,4.42808204325636,4.87955944194253,4.34426640446157,5.12889218206091,4.48799849912454,5.07596023086108,5.0287483657146,5.42581336075515,5.79054054205048
PIM2,6.14044357027474,6.74540256206765,6.07098185270955,6.73870824893381,5.96942247291007,6.8847732480946,6.37770963195087,6.24958706566561,6.75744586996511,6.30322930213976
OTUD5,4.68056287861638,4.62290704129987,4.62697199363284,4.54115939854993,4.39344209275785,4.39505970232136,4.84657332415936,4.95210053908626,4.61627257127212,5.030043771822
KCND1,0.781259635992348,0.762706267541614,0.735305932662687,0.758890266735905,0.705237415387246,0.60513327954384,1.04810480869744,1.01654765494264,0.491670875206656,0.539815713110728
GRIPAP1,4.17760474332673,3.98777706788209,4.09745127283806,4.0577122898627,4.10413259857166,4.23089932581915,4.01964936503203,4.11641302046131,4.2900117290013,4.47777100904725
TFE3,4.77624891512602,4.42968224042631,4.43854417445975,4.50996097639367,5.12151950344512,4.73112537134569,4.84489848680181,4.8383849572093,4.58453637353064,5.26280474865857
CCDC120,2.3207722307822,1.75330411839067,2.57085837125303,1.96445212524992,1.62799988694601,1.3351815954649,2.20948004194006,2.27708651231376,2.00671628110901,2.36508597212799
PRAF2,5.24786816172283,5.29430520692287,4.54789084123139,4.72575018005053,5.69999212807358,5.50993283596641,5.02270484629678,5.07355621031569,5.2722224736129,5.86520108013876
WDR45,5.94697656627231,5.84107068698496,5.70334220879584,5.4082472985765,5.95739239298085,5.78990674613019,5.75961538097844,5.72113216635074,5.62878293262885,5.88506602734607
GPKOW,5.20578274543207,4.8206641644427,5.25500719370752,5.03438188488018,5.47493982584835,5.19705405867458,5.28598574147391,5.22684416237429,4.97326065737761,5.31115046203624
MAGIX,1.27735366956106,1.13495106183804,2.14453335456692,1.81544058491456,1.43547264767175,1.27113548283802,2.02317892904043,2.02640737292153,2.34472009503256,2.23475766571571
PLP2,9.52685855891775,8.98112503408317,9.4136381621717,9.19425634779209,9.30352386384602,9.22471325920188,9.73220119464733,9.92093302130904,9.17649545248434,9.31628129571981
PRICKLE3,3.46170978769999,3.15696987328133,3.54305505310236,3.15110513269492,3.85037893205222,3.47847176203175,3.56395667842383,3.72779762675261,3.1507491239589,3.55549604990484
SYP,0.963821437473819,0.923334834822682,1.37493498790317,1.33126068179695,1.67725012897183,1.50279295673505,1.75325272801501,1.64846353681664,2.28223319143914,2.33761132412192
CACNA1F,0.283973460041283,0.250117595834866,0.5103732509393,0.356662091892404,0.635458374945267,0.246568939923405,0.306637122924059,0.451458007083687,0.272560665578676,0.483749708613466
CCDC22,5.04625323701509,4.90755651050447,5.22761675266908,4.92640169007854,4.82660011965992,4.6928383011394,5.02336731219364,5.09458563336399,4.94102296580646,4.80590149721604
FOXP3,5.2318816040862,5.07148988003196,4.75296692424927,5.41954497971493,4.49942916370086,4.32331753940817,5.09151978803747,5.47286800748274,5.59548002562288,4.61331999127876
PPP1R3F,1.14070508177833,1.15140825711145,1.10725586703366,1.3099832170093,0.838510830890291,1.22690659738902,1.34816671911084,1.30120112303925,1.21181462006926,1.60825560939596
USP27X,1.3330775546217,0.96453248161715,1.57153173227049,1.2655415439875,1.3900901498392,0.909209465174934,1.53091630001936,1.53649179451267,0.953843172442264,0.534827901996829
CLCN5,2.01390965988021,1.61376013020639,1.80829480246206,1.6759452390965,1.85213027086692,1.74697924921395,2.43071781330684,2.4875226972202,1.44600359410733,1.392888708675
CCNB3,0.115758361925119,0.152956122361581,0.139953880950936,0.163078683512565,0.0987506713106644,0.0909487487109367,0.105396258071236,0.273863546038092,0,0
SHROOM4,2.20260148179103,2.27311721684437,2.15556517723694,1.94515229863848,2.39018177422799,2.00542713114777,2.07848122465004,1.89271668255398,1.90226745836957,2.86213768075641
NUDT11,2.5069330229343,2.10598309778859,1.58821169770016,1.74738371803533,2.92643811719655,2.85039793247262,2.03592569446728,2.28699637810076,1.66036850218724,2.82487513353443
GSPT2,3.90033747547256,3.40802328825874,4.40473151564737,3.70358453438308,3.46316040596083,3.43292864423612,2.9423887900713,2.92992640368868,3.60108856077435,4.56948927517504
MAGED1,5.72749165402521,5.65372810411947,5.47344736947556,5.01223511115129,5.50399210889291,5.75078265050008,5.97379335000942,5.84959375029805,5.15536105182458,5.32658208141673
XAGE3,0.615058238829668,0,0.405028578707622,0,0.745212143327295,0.499846687053332,0.567812766149507,0.583830462393954,0,1.14854430517352
GPR173,0.941752986283448,0.832506181815854,0.418843325737105,0.6522410932391,0.832598682320537,0.697418803330953,1.29978719738419,1.2051910600004,0.627529493869998,0.507493366522472
TSPYL2,5.27913150076222,5.80707108961684,6.08908508703968,6.45660825261528,6.50969709765448,6.94849982206882,6.04057440310314,5.43817112996258,6.11475526817627,6.1355567487273
KDM5C,3.44529267056695,3.13760895941462,3.14938989938124,2.90156689718452,3.37347811342812,3.19120703180401,3.24163233192807,3.2289701818409,3.30991629301445,3.60839245365027
IQSEC2,2.37296753141925,2.06928358828074,2.33993106865,2.23345026916344,2.43776511779403,2.22177057616248,2.41975307615419,2.49787085947226,2.23116817350007,2.30130199537933
SMC1A,4.17928232706966,4.0460770610604,4.04967341536047,3.83052031082547,3.79931373042253,3.92591960050131,4.19293940535949,4.28723054471373,4.3125752595301,4.49811045706866
RIBC1,1.17561353503028,0.881798024495351,0.605881869711672,0.783517384551117,0.923516155630573,0.835447054723049,1.03609920118929,1.34679776203233,0.270579620965415,0
HSD17B10,6.92274142738627,6.54939442537833,7.13332598925434,6.52356923445176,6.19804622861117,6.26674631406384,7.450668331905,7.42247106857141,6.5065862429436,6.4277146482747
HUWE1,3.90409092122814,3.64046037956319,3.77720751316097,3.67472992302938,3.85378393615857,3.71862518553925,3.9574257967457,4.02565713110312,3.53887753071493,3.87356942678196
PHF8,2.45675465966766,2.43381754408662,2.62420401871986,2.54323207292055,2.89006805433623,2.82059301806437,2.68852315189258,2.60973272905564,2.46518466867936,2.83712134532836
FAM120C,1.65910201405172,1.61531321208788,1.9215281537354,1.92022856364316,1.87108665301925,2.09824150715878,2.25342363512352,2.27376097342679,2.12703875284716,2.45146563746481
TSR2,5.47760418013778,5.13265628783457,5.55837992759822,5.2618289376133,5.50759481871313,5.30291087633135,5.86524945368389,5.88118735808405,5.56384243093071,5.72245225929804
FGD1,1.89018115722464,1.9562139865127,1.31093270780295,1.24307988942231,1.83197218466257,1.89914811512607,2.94885026450743,2.99426335459412,1.69032298455052,1.53926742018793
GNL3L,2.21965055100983,1.91751653033189,2.42641354945846,2.14235101328214,2.38835211666889,2.37980690020999,2.22258170597376,2.24963979229961,2.03574418430902,2.59065623637518
MAGED2,7.4154336144334,7.14826675849199,6.94964218769364,6.83808267406763,7.59271326591533,7.48297137089455,7.51897531609727,7.32873075854394,6.86280401267095,7.54806936025978
PFKFB1,0.0969602631705549,0,0,0,0,0,0,0.231363557226282,0,0
APEX2,4.69195872092748,4.34860863406183,4.86502204171446,4.56248551972755,4.44850645840868,4.24884874969774,5.16374241173383,5.2085279934752,4.66675367175837,4.67229478065103
FAM104B,4.60984903491365,4.41398269524985,4.79558804201059,4.36979672655652,4.09240360936413,3.79995189623645,4.81943283271726,4.82638130887695,4.62514453414056,4.2760037310971
PAGE5,1.13914665423429,0.342907224846137,1.15179183381578,1.78252032191604,1.01415992936259,1.44206565211131,0.862485004344565,1.52633824141865,1.24392760132946,0.93924942121826
MAGEH1,6.60576548554086,6.70897055355502,6.13016077304169,6.4636269329609,6.2033872083541,6.4960626068374,6.55242264916926,6.46388858295337,6.54646292591729,6.43111385718809
USP51,1.15930623631207,1.25737952568017,1.31282605113228,1.25999573080419,0.99346089533681,1.38851141169011,1.31446451125701,1.12281116420567,1.47149265981646,1.69113511995723
RRAGB,4.69316543780721,4.54653848686861,4.59391196863502,4.50262970935342,4.68447165259411,4.6878714992102,4.58732126729901,4.50921467980297,4.51776026076316,4.83019603326823
KLF8,0.943761975726075,1.40949563664152,0.981503795461298,1.11788331948924,1.03861464734966,1.25296129849869,0.975783406726707,0.883107487093542,1.44035651672067,1.73588603465271
UBQLN2,4.90990560879187,4.68023760757624,4.77065192979499,4.68562750466973,5.10991143712007,5.08685487550503,4.77086496224385,4.77392364702337,4.81358906453136,5.23878866130553
NBDY,6.86308665771154,6.47772543034722,6.91021259896575,6.04909757058882,6.42740190072931,6.18047164583032,6.99522311977511,6.87156863838354,6.46167703030258,6.75260070304873
SPIN3,1.22155915099699,0.919606765338922,1.16807717470315,0.867528609833488,1.12829401111394,0.775169489053442,1.32047976012706,1.47173141047017,0.942948554128377,0.903913996790046
SPIN2B,4.74315973367422,4.37246899771973,4.88648535935557,4.35150156301493,4.27843811470318,4.33680674091282,4.90376185870122,5.01339032422025,4.84257411196432,5.05267100530499
SPIN2A,0.72153101296623,0.815709089366573,0.814184384312417,1.086258041235,0.350663418704545,0.814058423745059,1.72496870038266,1.19247846610712,0.601152213679552,0.801337185418825
FAAH2,4.04221714065084,3.82894279617239,4.19892481381966,3.68783339144347,4.33691854923993,5.3139573883423,4.09653334342789,4.17545395759331,4.63742358856067,4.73709204992605
ZXDB,1.88817369774437,1.70102087567078,1.77411487620044,1.76930195927159,1.66635815091428,1.64418820422301,1.99134868200445,1.9814400774291,1.54594326835622,1.8172849606023
ZXDA,0.970123847807423,0.943197625994041,0.836464071871015,0.808396591409289,1.04780167142336,0.968660112689167,1.0333070356139,1.00886472115334,1.01658262334584,1.7365674837486
SPIN4,2.16604220742907,1.83021656309785,2.36833214984534,1.75131721800308,2.29950958003917,1.5297419045574,2.32581305631757,2.42937722100953,2.31057187006317,2.74735292376942
ARHGEF9,2.47236072785159,2.56349539036334,2.76557176421892,2.62087686729417,2.38358004028818,2.39335947876522,2.78450186242644,2.70845429085885,3.01110130262421,3.21028173571736
AMER1,0.950256339338375,0.751895032368528,0.855035735726709,0.692712983279267,1.0348908041011,0.560462583192633,1.31031257749708,1.310498406907,0.710616867959905,0.864512399295734
ASB12,0.30790318322635,0,0.52118947572299,0.117958335594854,0.381414198677269,0,0,0,0,0
ZC4H2,2.15935378327653,1.85770955952577,2.36355304469611,2.00652427137154,2.2003850897977,2.21264257681968,2.03027884457026,1.98900709278089,2.31319097379279,2.61545591412492
ZC3H12B,0.547081782517659,0.377079888169382,0.575044600895788,0.434647574380728,0.68300035929195,0.143095389952147,0.551447528546836,0.605092748429989,0.165915574987765,0.184215212008534
LAS1L,3.17294905850367,2.71203757055368,3.25855384107197,2.97156786867937,3.17500670764385,3.02891548593298,3.22789822674085,3.38079864506074,3.05220292903643,3.11086390716914
MSN,5.9936611889875,6.06254015292206,5.51637063892896,5.98920463119665,6.07937523672003,6.31023118693073,5.87147453800135,5.70897226049182,6.21261638246355,6.59892257395254
VSIG4,6.1516178651096,6.03951353652259,5.9744100638509,6.5896800606529,5.80030260875262,6.6051817544098,5.57260982250641,6.31686259214833,4.78877093653053,5.31263403913549
HEPH,4.26296737173784,3.52849756445533,4.30194440000313,3.52107398890684,3.94716814549037,3.002909340189,3.94107860877209,3.84377335146635,3.75366155103542,3.57114907732441
EDA2R,1.56508601267827,1.06217663319976,0.956214127963936,1.17235723937681,2.29960798379603,1.91049176978109,1.91081272418184,1.88184176595782,1.5811520275498,2.37793009953065
AR,0.729834447398721,0.798946468707606,0.600399690215522,1.01964115452456,0.621452441196437,0.623230667696526,1.14447875180641,1.05230748917089,0.486879275643979,0.977408747671814
OPHN1,1.20353055071268,0.988620376626524,1.3623807614418,0.954924884004559,1.01331533189001,0.90982264975317,1.22685945514263,1.37250902774347,0.936997005681878,1.46794792192049
YIPF6,4.30518572640173,3.92642289590898,4.23714643941111,3.94332043469631,4.31689378259198,3.94491731919126,4.14644375107067,4.01124193052344,4.02485382142345,4.05575266774723
EFNB1,5.55442094966831,4.84771620638342,5.34589675552177,4.71672898435728,5.23134288348242,4.55655434934654,5.54724084656269,5.55493772746631,5.10948419057827,5.06086231151114
PJA1,4.87488005948502,4.37019607231988,4.48211943896418,4.20878336198921,4.71899332049406,4.58389563946072,4.80035076281574,4.76793560673986,4.28147822023313,4.60183752545777
EDA,0.945271695070201,0.995773114810741,0.910145658728952,1.43894469978841,2.44239071418369,1.77858375250357,2.79208610837625,2.70496012154225,0.770140823709073,1.36549834182465
OTUD6A,0,0,0,0,0.289868475208085,0,0.0561345512749024,0,0,0
IGBP1,8.31376834297881,7.82251629884711,8.43634897008861,7.69744133129813,7.84252725253768,7.59349755057222,8.29556483634171,8.32031415288472,7.52147931855497,7.68957989441624
PDZD11,5.53934051698487,5.05377247469254,5.52695502225767,5.08897365827584,5.06693515176852,4.74089137188868,5.55534788862642,5.48881495976436,5.35966694493049,5.34015258694836
KIF4A,2.34673523297292,1.50133964780481,1.32596038055585,0.752360275929618,1.70654354987022,1.41604091262097,1.78729009339105,1.66206659376355,1.87000393290139,0.930011567918887
GDPD2,0.598544353661428,0.385091239284065,0.762679359674319,0.268551770903942,0.195780820849099,0,1.53194676053871,1.42207153194973,0.893902749048845,0
DLG3,2.90535287302803,2.46933368552759,3.17143628997534,2.61584726288675,2.50513058142659,2.01002677538582,3.18243907272562,3.20067514683198,2.86838497926427,1.96095408029996
TEX11,1.28642497265853,1.27200650568388,1.58578383772915,1.06711788188222,0.543669006517666,0.470234505840241,0.688867995488128,0.479104816473563,1.86432091341231,0.69395361354144
SNX12,5.60877282325352,5.20488420522669,5.60573350050312,5.09921613324981,5.42000715491335,5.06129423309451,5.46524500292842,5.57765077685096,5.16577799106952,5.63394695570346
FOXO4,3.13655100826779,2.56018242965324,2.85899154755352,2.68067006094039,2.97805875082819,2.52075904483376,2.44765384707936,2.17230395774351,2.82415978732124,3.33666556348297
CXorf65,0.180926804658118,0.441214088622677,0.217751330668162,0.252649932535939,0,0.391986869005996,0.313152911002864,0.22300101716844,0.629817972287408,0
IL2RG,4.74951825652231,4.84306628222252,4.52813069599708,4.84925764334996,4.62596921422577,4.48929472460686,4.3747869341892,4.60914457668999,5.34008817535428,5.45573540889512
MED12,2.13978155480874,2.00488300654376,2.14503517056047,2.0421793926261,2.23033941530764,2.15237446600143,2.21494297057646,2.29382455830913,2.13175806869816,2.45842626577553
NLGN3,0.311708062783387,0.292321091535824,0.197914551644268,0.163711520612894,0.485574324090571,0.425482662490689,0.41975237788403,0.298162651488863,0.156466836883192,0.25341078855428
GJB1,4.33885075029859,2.92817472404833,5.24865706280436,3.33847133286457,3.42241645033015,2.10574097318269,5.41076115277143,5.61440433755948,3.99522846440072,2.85334631979132
ZMYM3,2.69372538638449,2.71318801443883,2.66471281601742,2.54945526840741,2.78168490068068,2.59884779108972,2.92843648695978,3.12360120618597,2.43410362702807,3.03265880836678
NONO,5.73052921184863,5.38653718133345,5.82286412267426,5.35539121655477,6.00314808776081,5.71041273747951,5.77281060038376,5.88000663743967,5.42744483281931,5.66508665764604
ITGB1BP2,1.25067979403761,0.835854335182547,0.944989166031872,0.799955487489359,0.610162260684609,0.280832820861797,1.00085734229529,0.793696319014042,1.32600976963182,0.961508389229894
TAF1,3.01499707486716,2.85982193056524,3.04670912566997,2.83593619304093,2.97455559070101,3.05562588988264,3.03007135966967,3.13690100384493,2.80166367131968,2.9206458333829
OGT,5.06945008853925,5.20013832926377,5.04850835952959,4.84820135464057,5.42648386732141,5.35695960474033,4.75959925250506,4.96871221057421,4.73749833775818,4.88979670473555
GCNA,0.547110380829858,0.562729998972409,0.960292224746333,0.536450992448907,0.512592587559174,0.666984702397947,0.57958116659233,0.583296128841973,0.54398471863061,0.656071068918095
CXCR3,5.20070895896962,5.7732867263241,5.05203018167092,5.69121271568686,4.8582143065281,5.61956593049177,4.26657025767305,4.86550542401675,6.51436483979665,6.49080138016637
NHSL2,1.1664944639005,1.51616940139494,1.03555033255928,1.13537271030469,1.26885452335868,1.58748613587285,1.24655373286234,1.00184289606834,1.38213289230155,1.80645468366399
PIN4,5.52366417172551,5.32165071295287,5.80521178200538,5.46785472221196,5.65695819672928,5.1215292229203,5.7811015119231,5.90394304099309,5.95269598860737,5.8263804772652
CITED1,0.11853658602697,0.297817026632234,2.26639896696517,0.69004068071499,0.725568389552665,0.341175678338857,2.83533427452898,2.89297779079791,0.303197608463293,0
HDAC8,2.4005809433597,2.07945331902762,2.34107799431865,1.9461099307525,1.93774687974913,2.05812311070094,2.26010989344678,2.17952902697669,1.95176594560235,2.2805687591297
PHKA1,1.19008650316891,1.19337632895991,1.48994987871764,1.13090113726153,1.58138094353859,0.998737921067596,1.82842020214906,1.92829781182208,1.15809463765663,1.20408095670343
NAP1L2,1.20085058124898,1.70151151048626,1.52183720811025,1.9384337029826,1.3229836642087,2.0767643100723,1.14076437468446,1.07576897592506,2.54520775203775,2.55206809114228
CHIC1,1.89994118613134,2.09764069737238,2.1147793775294,1.90041314618066,1.95170713301772,2.25787421056368,2.03145177962158,2.10749198574058,2.32964080849858,2.42427936859146
TSIX,0.533805095025153,0.632615541581667,0.00357577410758583,0,0.0295732280333386,0.0136565161057989,0,0.00366870147263943,0.698255154061021,0.834025605239162
XIST,4.18044767079931,4.51583067190349,0,0,0,0,0.00389824070962019,0,4.30032055534623,4.29859847833415
JPX,3.14299496069084,3.13319470919122,2.98059692201899,2.7870970119945,3.0121390807377,2.86666818893233,3.23867718735608,3.20562416894977,3.18558123538519,3.28903701104648
FTX,1.80468641828581,1.64614740984941,2.24048988349066,1.7834874378865,1.51622260737733,1.45819726208469,1.56456428812319,1.60280730848326,1.40675354831243,1.62779902898199
SLC16A2,2.25014936243677,2.57521696455111,2.39516004482261,2.65689755144212,2.58559881880807,3.06773277415034,2.88811094561849,2.51668792064972,2.52287733007543,3.06952513090255
RLIM,3.44238752910233,3.01808790262558,3.22802412164401,3.24514296096307,3.8061828215299,3.63478734967033,3.33480961610112,3.33912621414754,3.022720022473,3.62027637292339
NEXMIF,0.0348226744128246,0.135036720250012,0.11359643151425,0.109349248549764,0.0441508433019226,0.0800921532638932,0.039424819949926,0.0218811847191559,0.159328836814952,0.152957998353004
ABCB7,4.56183761744169,4.32839234751787,4.47518254975853,4.1974731958483,4.46509382448645,4.56910835192653,4.32851486720048,4.29244326449318,4.16664105871229,4.44879576260992
UPRT,3.59843300665687,3.45704198385895,3.59504818321152,3.3611950210156,3.70669515621496,3.53163179528125,3.11636644046376,3.05912898253874,3.46496666306421,3.89149744215816
PBDC1,7.46301623776435,7.008968346405,7.62338527879646,7.18245192282067,7.22253231372856,7.19277770681293,7.36356260911632,7.53401005610765,7.27111811520056,7.10459460087412
MAGEE1,1.19284326580603,1.41475004755393,1.06182149339995,1.56610015217415,1.3690812104955,1.52308777626641,0.824971479430361,0.970973681674732,1.4326991660548,1.79450837221675
ATRX,4.72774712533046,4.59946510338645,4.60042163697288,4.38669030432298,4.40709671401257,4.44887039410432,4.39380838803284,4.20782179578205,4.24942849669995,4.66303070306099
MAGT1,4.50290745419643,4.19463981691563,4.63810425036706,4.36915145890388,4.91122744674632,4.7322521733246,4.37166809576706,4.27763501555054,4.04387648932009,4.19758924795129
COX7B,8.60554929696814,8.37373978050706,8.93928561356451,8.5379622474445,8.48912848155458,8.17732401773697,8.9495560569671,9.15875833835399,8.72554966923276,8.63785246881357
ATP7A,1.30348222703175,1.20291058038451,1.35888906411737,1.33332315085695,1.57369355536526,1.53555151462682,1.1267689483472,1.07919411667972,1.29641368619525,1.55484235238779
PGK1,8.19995186791921,7.50945722146088,7.81299595968008,7.61737806208302,8.39853356163706,8.02439356712661,8.03177081317267,8.17189395396184,7.75368626129158,7.73939507673411
TAF9B,4.5770592897188,4.55689739018148,4.20975102839215,4.16127895204712,4.14425047743152,4.60067336458041,3.84524322399323,3.89643962798953,4.19437796493657,5.100171024525
CYSLTR1,3.13255885274183,3.5157883940089,2.98774824544775,3.43190519824532,2.01093061858349,2.78304863764987,2.59330012002108,2.49574991374925,3.25399379462493,3.31089185852907
P2RY10,3.52285456719649,4.17761475655739,3.26808164610334,4.10264229170188,3.86956393286371,4.64552128053726,3.58633215276752,3.56184378935852,4.56535631480675,4.53537151452577
GPR174,2.83136048291396,3.30828718331773,2.86894157508171,3.57582869505894,2.73397375869071,3.00915156783493,3.32678115374105,3.24183000552667,4.51820249722888,4.56873173655138
ITM2A,6.6802385701672,7.40947425026337,6.49288162071215,7.64724960834237,7.19232831023888,8.17921252465462,7.09618712364833,7.13120944874389,8.18388935935572,8.48490539193412
BRWD3,2.55091081884158,2.37341641858944,2.57164335778252,2.38098837427272,2.88965604114329,2.55837425198445,2.23797148018604,2.28922725884397,2.17888152450695,2.52368212418254
HMGN5,4.27956993927139,3.79929450804547,5.14821414716475,4.3397517622969,3.4739222957296,3.41682319617165,3.65739909440702,3.38290371864705,3.8258736436236,3.92143755714324
SH3BGRL,8.90895029168088,8.95369558945823,8.58387660457609,8.73535673210027,8.61903097154242,9.00270335092888,8.41805181005309,8.48072236651434,8.53108765616293,9.11277728532321
HDX,1.1403760748923,1.33060110255557,1.31839545360926,1.42256281882951,1.30984633892782,1.54825965373128,1.07177100194558,0.971752404927706,1.37181560329106,1.7956397109582
APOOL,3.41936888231954,2.88118602732781,3.13734294170496,2.7859783487144,2.83867120083087,2.78017297392406,2.9971007774433,3.15382422301106,2.61200202319244,3.2667543739182
SATL1,0.0307759254369632,0.0206731410624331,0,0.0221091238999587,0,0,0.0688773655144361,0.038401065503502,0,0
ZNF711,1.51206839672645,1.26290510509722,1.17423071191025,1.00406321197294,1.24366289888957,0.821990337479082,1.55469980234586,1.08490815687084,0.651803194712762,1.47402259536966
POF1B,5.09306485084331,3.86381913724691,5.99400256192256,4.77893883310635,4.8323616262983,3.05343472189439,4.47981859478713,4.46150943259738,4.83582348625485,4.8627354690819
CHM,3.26502237391889,3.19687930274759,3.15866980148428,3.07130941806774,3.07168153988035,3.2105041932782,2.87631903856572,2.8535433210744,3.10753776452047,3.65239638058179
PCDH11X,0.0183115241662541,0.0721765440880561,0.022297250943681,0.0390628526911053,0.046135819700912,0.0424295516558775,0,0,0.0494721057270722,0.0819913889993764
DIAPH2,3.73461661733794,3.45075754773912,3.99409179644126,3.59107216297862,3.59063435734828,3.05907156604357,3.47356092633678,3.31688161358664,3.4837995549342,3.76533354256015
RPA4,1.55200003845003,1.58724786839706,2.0839258250167,1.83198076185269,1.307242781106,1.23539909541611,2.0549141001611,1.6393263251626,1.96438501612927,2.03424276927975
PCDH19,0.92296276822889,1.15069627653533,1.19555616023499,1.18423273606603,1.01565237742057,0.457332397966284,1.85347381953601,0.745408410043704,0.978494892292739,1.09192534087778
TNMD,2.28693329709425,1.200785991047,0.641809022628722,0.96402377664001,1.62205967798247,1.23389886415973,1.07832577669964,0.96945888935687,0.354877207448008,0.553329086534036
TSPAN6,6.19574712145214,5.34774215163224,6.53330323164892,5.23997410815495,6.44935005100762,5.2194170033199,6.04212072858677,6.08190246965102,6.01171749156486,5.74908042311385
SRPX2,4.34766159261988,4.09266489181482,4.46771346126767,4.16007230181027,4.85346209117974,5.05504260711696,3.88165473278443,4.11423865539365,3.4890028294993,4.46782190218631
SYTL4,1.34491103274605,1.6097807308847,1.47487990200927,1.35323366078426,1.67880062446089,1.71585119222991,1.05507830873643,1.0584562739732,1.50730491279543,1.85555640092991
CSTF2,4.48534333517392,3.79006670344269,4.35544162488429,3.8693580751005,4.2344795880925,3.97461713162237,4.75303780876357,4.83727847354405,4.3474786635658,4.38483706020489
NOX1,5.54883287280237,4.14904405464358,5.04342553881668,3.86205383951143,4.8676323673156,3.28160822608225,4.2364957009943,4.27436071468893,4.56444307349198,1.78322064114457
XKRX,1.56881769650694,0.593220900892472,0.494413980186824,0.0895318519333876,1.24151919535122,0.393207871531062,0.427231172955806,0.447279316211999,0.513235116432191,0.49491987551886
